Data de Emissão:;03/jan/2023
Base de dados:;GENCEL_REL
Matrícula:;e018071

Alimentador.Código do Alimentador;Trecho Primário Aéreo.Identificador do Objeto;Rep. Grafica: Trecho Primário Aéreo.Linha;Rep. Grafica: Trecho Primário Aéreo.Rotação;Trecho Primário Aéreo.Comprimento Estimado;Trecho Primário Aéreo.Quantidade de Cabos por Fase;Trecho Primário Aéreo.Fases Existentes;Tipo de Cabo.Código de cabo;Tipo de Cabo.Reatância Positiva;Tipo de Cabo.Reatância Zero;Tipo de Cabo.Resistência Positiva;Tipo de Cabo.Resistência Zero
ATA02;1472121;LINESTRING (393311.821783982 7000657.37296333, 393352.664872912 7000605.5890538);0;65.9524919885764;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1472122;LINESTRING (393352.664872912 7000605.5890538, 393380.846707466 7000546.73253997);0;65.2556895529858;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1472123;LINESTRING (393380.846707466 7000546.73253997, 393368.482217288 7000474.92856415);0;72.8607683256147;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1472124;LINESTRING (393368.482217288 7000474.92856415, 393321.492300988 7000443.07623791);0;56.7681505841555;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1472125;LINESTRING (393321.492300988 7000443.07623791, 393283.153660636 7000401.38088743);0;56.6423304226505;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1468314;LINESTRING (390873.712933004 6998713.02226812, 390867.79 6998795.19);0;82.3809279973738;1 - 1;1 - R;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1334807;LINESTRING (385659.31 7002584.86, 385675.807583886 7002621.28359091);0;39.985600518574;1 - 1;3 - T;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1334808;LINESTRING (385675.807583886 7002621.28359091, 385812.531140395 7002762.90013481);0;196.846580896726;1 - 1;3 - T;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1334809;LINESTRING (385812.531140395 7002762.90013481, 385878.938085558 7002824.40386626);0;90.5129347008505;1 - 1;3 - T;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1334810;LINESTRING (385878.938085558 7002824.40386626, 385887.996703904 7002952.51378249);0;128.42978316079;1 - 1;3 - T;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1353002;LINESTRING (399767.6297302 7007607.9828146, 399908.64 7007506.52);0;173.71988641394;1 - 1;3 - T;4 CAA;0.522;1.979;1.598;1.772;
